PRODUCT_ID,PRODUCT_NAME,CLS_FOOD,CLS_ING,MANUAL_LABEL,RULE_LABEL,SEED_LABEL,FINAL_PRED,CONF,LABEL_SOURCE
34443725,홀베리 1일 1레몬 유기농 레몬즙 12박스(총 168포),1,1,식재료,,식재료,식재료,0.9815644240021588,manual
34443756,홀베리 1일 1레몬 유기농 레몬즙 12박스(총 168포),1,1,식재료,,식재료,식재료,0.9815644240021588,manual
34444497,정성곳간 한우 스지도가니탕 700gX9팩,1,0,완제품,완제품,완제품,완제품,0.9900061744013358,manual
34444846,정성곳간 한우 스지도가니탕 700gX8팩,1,0,완제품,완제품,완제품,완제품,0.9894960050692471,manual
34444853,정성곳간 한우 스지도가니탕 700gX4팩,1,0,완제품,완제품,완제품,완제품,0.9896831668405831,manual
34473605,홀베리 1일 1당근 유기농 당근주스 8박스(총 112포),1,0,완제품,완제품,완제품,완제품,0.983599089899796,manual
34473922,홀베리 1일 1당근 유기농 당근주스 4박스(총 56포),1,0,완제품,완제품,완제품,완제품,0.9838474236731253,manual
34473972,홀베리 1일 1당근 유기농 당근주스 1박스(총 14포),1,0,완제품,완제품,완제품,완제품,0.9834360187281387,manual
34475450,정식품 달콤한 베지밀 비 검은콩두유 80팩,1,1,식재료,식재료,식재료,식재료,0.980343188032736,manual
34481185,실속 못난이 백명란 500gX3통,1,1,식재료,,식재료,식재료,0.96945920425864,manual
34481186,실속 못난이 백명란 500gX5통,1,1,식재료,,식재료,식재료,0.972701392201765,manual
34498538,유정임 열무김치 2kg,1,1,식재료,,식재료,식재료,0.9744711088091699,manual
34498544,유정임 돌산갓김치 1kg,1,1,식재료,,식재료,식재료,0.9731121383718527,manual
34505809,정성곳간 한우 스지도가니탕(700gX8팩)X10세트,1,0,완제품,완제품,완제품,완제품,0.9912098054015449,manual
34518816,정호영 신선담은 간장게장 700gX3통+양념게장 300gX3통,1,0,완제품,완제품,완제품,완제품,0.9904654822793519,manual
34518822,정호영 신선담은 간장게장 700gX2통+양념게장 300gX1통,1,0,완제품,완제품,완제품,완제품,0.9888679494501726,manual
34526942,실속 못난이 백명란 500gX3통,1,1,식재료,,식재료,식재료,0.96945920425864,manual
34576196,두부품은 호박국수 양배추국수 8개 세트(호박국수 180gX4개+양배추국수 180gX4개+비빔소스 4개+모밀소스 2개+해물스프 2개),1,0,완제품,완제품,완제품,완제품,0.9917727059974766,manual
34588827,정호영 신선담은 게장 총 8통 (간장게장3통+양념게장3통+(방송중혜택)간장게장1통+양념게장1통 더) ,1,0,완제품,완제품,완제품,완제품,0.9887636046286827,manual
34592880,정호영의 정성담은 푸짐한 동태알탕 300gX3팩,1,0,완제품,완제품,완제품,완제품,0.9895342904999692,manual
34592882,정호영의 정성담은 푸짐한 동태알탕 300gX5팩,1,0,완제품,완제품,완제품,완제품,0.9872170555487249,manual
34592884,정호영셰프의 신선담은 양념게장 300gX3팩,1,0,완제품,완제품,완제품,완제품,0.9949304230045769,manual
34610005,정호영셰프의 황제소갈비찜 500gX7팩,1,0,완제품,,완제품,완제품,0.747096053101966,manual
34663282,국내산 절단 꽃게 9팩(총 3.15kg),1,1,식재료,식재료,식재료,식재료,0.9793937883808891,manual
34663389,알렉스 손질 통 주꾸미 100미(20미X5팩)+매콤양념 소스 1병,1,1,식재료,식재료,식재료,식재료,0.9790795129486897,manual
34678149,아침엔 클렌즈 유기농 CCA주스 6박스(84포),1,0,완제품,완제품,완제품,완제품,0.986575033215971,manual
34678151,아침엔 클렌즈 유기농 CCA주스 3박스(42포) ,1,0,완제품,완제품,완제품,완제품,0.9873106297060831,manual
34684789,홀베리 유기농 레몬 애사비 애플사이다비니거 8박스(총 112포),1,1,식재료,,식재료,식재료,0.9791773546148249,manual
34708083,하림 직화 무뼈닭발 180gX2팩+직화 닭목살(매콤한맛) 200gX1팩(총 3팩),1,1,식재료,,식재료,식재료,0.9780323789498064,manual
34708125,하림 직화 무뼈닭발 180gX3팩 ,1,1,식재료,,식재료,식재료,0.9705732807249582,manual
34708166,하림 직화 닭목살(매콤한맛) 200gX3팩,1,1,식재료,,식재료,식재료,0.9674066059076988,manual
34710465,정호영셰프의 국내산 햇 절단꽃게 350gX8팩,1,1,식재료,식재료,식재료,식재료,0.9680010728127547,manual
34719283,정호영셰프의 신선담은 문어 슬라이스 6팩,1,1,식재료,,식재료,식재료,0.9637033829881059,manual
34739019,(방송중2팩더)정호영셰프의 손질 왕 낙지 170gX11팩+볶음소스 50gX11팩,1,1,식재료,식재료,식재료,식재료,0.9201601842692345,manual
34749035,정호영셰프의 손질 왕 낙지 170gX9팩+볶음소스 50gX9팩,1,0,완제품,식재료,완제품,완제품,0.6544673500846038,manual
34784149,정호영셰프의 손질 왕 낙지 170gX7팩+볶음소스 50gX7팩,1,0,완제품,식재료,완제품,완제품,0.6610309898894312,manual
34784179,정호영셰프의 손질 왕 낙지 170gX4팩+볶음소스 50gX4팩,1,0,완제품,식재료,완제품,완제품,0.656668254837582,manual
34784728,유정임 파김치 1kg,1,1,식재료,,식재료,식재료,0.9734401945274206,manual
34784730,유정임 파김치 2kg,1,1,식재료,,식재료,식재료,0.974162433551719,manual
34785986,현미보리 칼국수 17개(현미 9개+보리 8개),1,1,식재료,식재료,식재료,식재료,0.9692180718505296,manual
34793408,완도활전복 특대 15미 (81~90g),1,1,식재료,,식재료,식재료,0.9755677921669407,manual
34806615,한미 완전두유 80팩(호두아몬드 48팩+검은콩칼슘 32팩),1,1,식재료,식재료,식재료,식재료,0.9781147741657431,manual
34809210,고래사 간식어묵세트 8종(총 10봉),1,0,완제품,완제품,완제품,완제품,0.98757046904594,manual
34809211,고래사 어묵탕세트 7종,1,0,완제품,완제품,완제품,완제품,0.9885005210864749,manual
34832715,고래사 프리미엄 어묵 세트 17종+(방송중에만)어묵면 떡볶이(총 18종),1,0,완제품,완제품,완제품,완제품,0.9862233142373521,manual
34832735,고래사 프리미엄 어묵 세트 17종,1,0,완제품,완제품,완제품,완제품,0.9859070948225773,manual
34834645,정호영셰프의 신선담은 손질 왕낙지 170gX6팩,1,1,식재료,식재료,식재료,식재료,0.9690165847977653,manual
34834647,정호영셰프의 신선담은 손질 왕낙지 170gX9팩,1,1,식재료,식재료,식재료,식재료,0.9624982638185472,manual
34846128,목우촌 왕만두 910gX3팩,1,1,식재료,,식재료,식재료,0.9661889022849607,manual
34846141,목우촌 교자만두 1kgX3팩,1,1,식재료,,식재료,식재료,0.9681982730535558,manual
34858518,홀베리 유기농 양배추즙 8박스(총 112포),1,1,식재료,,식재료,식재료,0.9794118334316346,manual
34858519,홀베리 유기농 양배추즙 4박스(총 56포),1,1,식재료,,식재료,식재료,0.9785579874118294,manual
34874988,정호영 국내산 자연산 대하 250gX6팩,1,1,식재료,,식재료,식재료,0.9748461653717405,manual
34886012,유정임 나박김치 3kg,1,1,식재료,,식재료,식재료,0.9724749861854538,manual
34892637,The미식 오징어라면 2봉 (8개입)  ,1,0,완제품,완제품,완제품,완제품,0.9900556921792596,manual
34899377,김선영 제주 월동 배추우거지 300gX10팩,1,1,식재료,,식재료,식재료,0.9727057078294471,manual
34899379,김선영 제주 월동 무청시래기 300gX10팩,1,1,식재료,,식재료,식재료,0.9727089600223208,manual
34905014,보리담은 찰보리빵 28gX100개 (단팥 60개+쑥 40개),1,0,완제품,완제품,완제품,완제품,0.9898131520507719,manual
34922944,"자연산 호롱낙지 1.8kg (900gX2팩, 총 46~64미)  ",1,1,식재료,식재료,식재료,식재료,0.9784892993753638,manual
34925265,목우촌 주부9단 한우사골곰탕 450gX10팩,1,0,완제품,완제품,완제품,완제품,0.9880765920626225,manual
34925335,목우촌 주부9단 한우도가니탕 3팩,1,0,완제품,완제품,완제품,완제품,0.9847948167708068,manual
34940002,[착한낙지] 착한낙지세트 (손질낙지 8팩+ 양념 8팩),1,0,완제품,완제품,완제품,완제품,0.9895423418095373,manual
34945596,정호영 특대 수협제주은갈치 300g(4토막)X6팩+조림소스,1,1,식재료,,식재료,식재료,0.9698284003415735,manual
34945603,정호영 셰프의 황제 소갈비찜 500gX7팩,1,1,식재료,,식재료,식재료,0.7662825010189481,manual
34949526,국내산 손질 갑오징어 9팩/1.8kg 이상,1,1,식재료,식재료,식재료,식재료,0.9789663634174829,manual
34957965,영산포 숙성 홍어회 총 6팩 (모둠회 150gX3팩+몸살회 150gX3팩),1,1,식재료,,식재료,식재료,0.9704817816754089,manual
34958011,영산포 숙성 홍어회 총 3팩 (모둠회 150gX2팩+몸살회 150gX1팩),1,1,식재료,,식재료,식재료,0.9754279145021302,manual
34979742,최명희명인 수제고추장 3.5kg(고춧가루 500g+찹쌀 달인 물 1kg+조청 1.5kg+메주가루 100g+현미보리가루 100g),1,1,식재료,식재료,식재료,식재료,0.9467505140643592,manual
34979967,안동제비원 전통청국장 130gX8개,1,1,식재료,,식재료,식재료,0.9694998963818365,manual
35010333,보리담은 찰보리빵(단팥) 28gX50개,1,0,완제품,완제품,완제품,완제품,0.9923242520771396,manual
35016233,하림 리얼마늘 훈제치킨 210gX14팩,1,1,식재료,식재료,식재료,식재료,0.9771824913704258,manual
35031235,한식천하 정애리 일품 뼈없는 한우 암소 우족탕 8팩,1,0,완제품,완제품,완제품,완제품,0.9840038366810496,manual
35041866,신화당제과 우리쌀로 만든 인절미 스낵 28gX20봉,1,0,완제품,완제품,완제품,완제품,0.9882575967011314,manual
35041872,(방송에서만 2팩 더)정호영셰프의 신선담은 손질 왕낙지 170gX11팩,1,1,식재료,식재료,식재료,식재료,0.9792368692615031,manual
35047351,서울F&B 고칼슘두유습관 80팩(호두아몬드 190mlX40팩+검은참깨 190mlX40팩),1,1,식재료,식재료,식재료,식재료,0.9735077662798949,manual
35049231,최명희명인 수제고추장 7kg(고춧가루1kg+찹쌀 달인 물 2kg+조청 3kg+메주가루 200g+현미보리가루 100g),1,1,식재료,식재료,식재료,식재료,0.9436727993644102,manual
35050683,(무)농협한삼인 홍삼진플러스 36박스(총 180포)+쇼핑백 6개,1,0,완제품,완제품,완제품,완제품,0.9881586926403555,manual
35051044,(일)농협한삼인 홍삼진플러스 36박스(총 180포)+쇼핑백 6개,1,0,완제품,완제품,완제품,완제품,0.9881600363378183,manual
35053066,농협한삼인 홍삼진플러스 18박스(총 90포)+쇼핑백 3개,1,0,완제품,완제품,완제품,완제품,0.9880995435948399,manual
35053087,농협한삼인 홍삼진플러스 36박스(총 180포)+쇼핑백 6개,1,0,완제품,완제품,완제품,완제품,0.9875112750610117,manual
35053133,농협한삼인 홍삼진플러스 6박스(총 30포)+쇼핑백,1,0,완제품,완제품,완제품,완제품,0.9881040056851574,manual
35055533,정호영 국내산 손질문어 총 10팩 (1.5kg),1,1,식재료,,식재료,식재료,0.9790875264239762,manual
35055549,정호영 신토불이 국내산 손질 문어 8팩 (1.2kg),1,1,식재료,,식재료,식재료,0.9777492187176907,manual
35055560,(한삼인)산삼배양근본 20mlX30병+쇼핑백,1,1,식재료,,식재료,식재료,0.9659959265136742,manual
35055563,(한삼인)홍삼진 굿데이앰플 20gX20병+쇼핑백,1,0,완제품,완제품,완제품,완제품,0.9904273731867361,manual
35055565,(한삼인)홍삼진 굿데이스틱 10mlX60포X2세트+쇼핑백,1,0,완제품,완제품,완제품,완제품,0.9999038510166862,manual
35055566,(한삼인)홍삼진 굿데이스틱 10mlX60포+쇼핑백,1,0,완제품,완제품,완제품,완제품,0.9897652392070023,manual
35059960,사조 숙성 훈제오리 180gX11팩+1팩(총 12팩),1,1,식재료,,식재료,식재료,0.9782184971958233,manual
35062135,정호영셰프의 실속 해물모둠 6팩,1,1,식재료,식재료,식재료,식재료,0.967869593712012,manual
35062192,정호영셰프의 실속 해물모둠 2팩,1,1,식재료,식재료,식재료,식재료,0.9672127652408257,manual
35066746,농협한삼인 홍삼진플러스 18박스(총 90포)+쇼핑백 3개,1,0,완제품,완제품,완제품,완제품,0.9880995435948399,manual
35069288,두부품은 호박국수 양배추국수 18개 세트(호박국수 180gX9개+양배추국수 180gX9개+비빔소스 10개+모밀소스 4개+해물스프 4개),1,0,완제품,완제품,완제품,완제품,0.992982248043467,manual
35070350,알렉스 찹쌀 전복내장죽 8팩 ,1,0,완제품,완제품,완제품,완제품,0.989310391719708,manual
35070351,알렉스 찹쌀 전복내장죽 5팩 ,1,0,완제품,완제품,완제품,완제품,0.9885886930288565,manual
35070426,알렉스 찹쌀 전복내장죽 1팩 ,1,0,완제품,완제품,완제품,완제품,0.9894874981614725,manual
35080189,정식품 고단백 베지밀 32팩+담백한 베지밀에이 검은콩두유 32팩(총 64팩),1,1,식재료,식재료,식재료,식재료,0.9810448820581237,manual
35080217,정식품 고단백 베지밀 32팩+검은콩 고칼슘두유 32팩(총 64팩),1,1,식재료,식재료,식재료,식재료,0.9811404504870914,manual
35080226,정식품 베지밀 검은콩 아몬드호두 32팩+검은콩 검은참깨두유 32팩(총 64팩),1,1,식재료,식재료,식재료,식재료,0.9672314861721434,manual
35080227,정식품 베지밀 검은콩 아몬드호두 32팩+달콤한 베지밀 비 검은콩두유 32팩(총 64팩),1,1,식재료,식재료,식재료,식재료,0.9788341172498769,manual
35080228,정식품 베지밀 고칼슘 두유 하이칼슘 32팩+검은콩 고칼슘두유 32팩(총 64팩),1,1,식재료,식재료,식재료,식재료,0.9835054647492774,manual
35080318,정식품 고단백 베지밀 32팩+17곡 한끼두유 32팩(총 64팩),1,1,식재료,,식재료,식재료,0.9753402965087652,manual
35080320,정식품 베지밀 꼭꼭 씹히는 애플망고두유 64팩,1,1,식재료,,식재료,식재료,0.9741678975249443,manual
35080988,김하진의 한우 특 양곰탕 700gX10팩+매콤 양념장 20gX10팩    ,1,0,완제품,완제품,완제품,완제품,0.988539404723293,manual
35082919,정성곳간 뼈없는 갈비탕 10팩,1,0,완제품,완제품,완제품,완제품,0.9867000989349388,manual
35083978,정성곳간 뼈없는 갈비탕 8팩,1,0,완제품,완제품,완제품,완제품,0.9868291589356364,manual
35093299,목우촌 생생 삼계탕 1kgX3팩,1,0,완제품,완제품,완제품,완제품,0.9876481716535368,manual
35093504,목우촌 생생 녹두삼계탕 1kgX3팩,1,0,완제품,완제품,완제품,완제품,0.9878374838462808,manual
35093592,목우촌 주부9단 살코기햄 1kgX2개,1,1,식재료,,식재료,식재료,0.9712434077947525,manual
35105383,(방송중에만 2팩 더) 조리기능장 임성근의 진 삼계탕 1kgX10팩  ,1,0,완제품,완제품,완제품,완제품,0.9842662112354931,manual
35107306,정성곳간 포기김치 10kg,1,1,식재료,,식재료,식재료,0.9790965795726038,manual
35116372,두부품은 호박국수 양배추국수 18개 세트(호박국수 180gX9개+양배추국수 180gX9개+비빔소스 10개+모밀소스 4개+해물스프 4개),1,0,완제품,완제품,완제품,완제품,0.992982248043467,manual
35138067,정호영셰프의 기운센 민물장어구이 150gX7팩,1,0,완제품,식재료,완제품,완제품,0.6293923927133053,manual
35138902,전철우고향랭면 평양냉면 18인분(면 18팩+육수 10팩+비빔장 8팩),1,0,완제품,완제품,완제품,완제품,0.9895749416937676,manual
35149451,주원산오리 싸먹는 오리슬라이스 80gX14팩  ,1,1,식재료,,식재료,식재료,0.9716556728987084,manual
35149452,(방송에서만 3팩더) 주원산오리 싸먹는 오리슬라이스 80gX17팩  ,1,1,식재료,,식재료,식재료,0.9740897919380385,manual
35158278,(50%세일)농협한삼인 홍삼진플러스 36박스(총 180포)+쇼핑백 6개,1,0,완제품,완제품,완제품,완제품,0.9881102509884571,manual
35158410,(50%세일)농협한삼인 홍삼진플러스 18박스(총 90포)+쇼핑백 3개,1,0,완제품,완제품,완제품,완제품,0.9886113222463419,manual
35161050,홀베리 유기농 레몬자몽즙 6박스(총 84포),1,1,식재료,,식재료,식재료,0.9792667121323887,manual
35161066,홀베리 유기농 레몬자몽즙 12박스(총 168포),1,1,식재료,,식재료,식재료,0.9799202145923523,manual
35167735,정호영셰프의 손질한치 200g (5~7미)X10팩    ,1,1,식재료,,식재료,식재료,0.9610902371134236,manual
35174514,(방송중에만 1팩 더) 임성근의 국내산 특 내장탕 800gX11팩   ,1,0,완제품,완제품,완제품,완제품,0.983013563013559,manual
35174519,임성근의 국내산 특 내장탕 800gX10팩  ,1,0,완제품,완제품,완제품,완제품,0.9872696905672674,manual
35184844,보리담은 찰보리빵 3종 28gX100개 (단팥 60개+쑥 20개+유자 20개)  ,1,0,완제품,완제품,완제품,완제품,0.9898501668577984,manual
35187461,목우촌 흑마늘 훈제오리 180gX8팩,1,1,식재료,식재료,식재료,식재료,0.9783196085239888,manual
35188018,정호영셰프의 손질한치 200g (5~7미)X8팩  ,1,1,식재료,,식재료,식재료,0.9605854181029763,manual
35195422,보리담은 찰보리빵 3종 28gX100개 (단팥60개+쑥20개+유자20개)    ,1,0,완제품,완제품,완제품,완제품,0.9926713690405801,manual
35196940,(방송에서만 2팩 더) 김하진의 궁중 뼈없는 갈비탕 800gX12팩  ,1,0,완제품,완제품,완제품,완제품,0.9839239252062097,manual
35197170,김하진의 궁중 뼈없는 갈비탕 800gX10팩  ,1,0,완제품,완제품,완제품,완제품,0.987507234998675,manual
35201409,보넬드 아이엠 당근주스 12병,1,0,완제품,완제품,완제품,완제품,0.9881198544711793,manual
35206482,"자연산 손질 서대 1kgX2팩 (팩당 12~14미, 총 24~28미)  ",1,1,식재료,,식재료,식재료,0.9769641339503897,manual
35207644,베네팜 동결건조 유기농 곱슬케일 컬리케일 (1박스),1,1,식재료,,식재료,식재료,0.9790155194782729,manual
35207646,베네팜 동결건조 유기농 곱슬케일 컬리케일 (2박스),1,1,식재료,,식재료,식재료,0.9792897565879347,manual
35207648,베네팜 동결건조 유기농 곱슬케일 컬리케일 (3박스),1,1,식재료,,식재료,식재료,0.9791456948695562,manual
35207652,베네팜 동결건조 유기농 곱슬케일 컬리케일 (4박스),1,1,식재료,,식재료,식재료,0.9789598010279211,manual
35207731,어부예찬 촉촉오징어 왕특대 8미(2미X4봉)+오징어채 2봉(50gX2),1,1,식재료,식재료,식재료,식재료,0.9681630609449607,manual
35208966,엠디스픽 무향자차 수분 선크림 SPF50+/PA++++ 50ml 2개,1,0,완제품,완제품,완제품,완제품,0.9859927331982644,manual
35213132,신화당제과 우리쌀 전병 9박스+인절미스낵 5봉,1,0,완제품,완제품,완제품,완제품,0.9890456497045886,manual
35216209,정호영셰프의 손질한치 200g (5~7미)X6팩  ,1,1,식재료,,식재료,식재료,0.9610346902334213,manual
35216210,정호영셰프의 손질한치 200g (5~7미)X3팩  ,1,1,식재료,,식재료,식재료,0.959570346019194,manual
35217999,정호영의 국내산 손질 민물장어 1kg (100g내외X10팩)+소스 30gX5팩  ,1,1,식재료,식재료,식재료,식재료,0.9781721347838547,manual
35219178,뉴밋 유기농 엑스트라버진 올리브오일 100% 3박스,1,1,식재료,,식재료,식재료,0.9808643555670371,manual
35219181,뉴밋 유기농 엑스트라버진 올리브오일 100% 5박스,1,1,식재료,,식재료,식재료,0.9814090479943341,manual
35219182,김선영의 새싹보리냉면 18인분(물X10+비빔X8),1,0,완제품,완제품,완제품,완제품,0.9919460512536409,manual
35219613,정호영셰프의 기운센 민물장어구이 3팩  ,1,1,식재료,식재료,식재료,식재료,0.9094428753232178,manual
35222543,정성곳간 포기김치 5kg,1,1,식재료,,식재료,식재료,0.9780273854641162,manual
35222545,정성곳간 포기김치 3kg,1,1,식재료,,식재료,식재료,0.977198278056223,manual
35231333,영광법성포 굴비 소장대 60미+10미,1,1,식재료,식재료,식재료,식재료,0.9775925254966649,manual
35231577,정호영셰프의 손질한치 200g (5~7미)X4팩  ,1,1,식재료,,식재료,식재료,0.9604348344546826,manual
35231578,정호영셰프의 신선담은 문어 슬라이스 100gX4팩  ,1,1,식재료,,식재료,식재료,0.9605886045009279,manual
35231579,정호영셰프의 신선담은 문어 슬라이스 100gX8팩  ,1,1,식재료,,식재료,식재료,0.960938798733562,manual
35231580,못난이 자연산 데친문어 150gX5팩  ,1,1,식재료,,식재료,식재료,0.9706429519179132,manual
35231581,정호영셰프의 황제소갈비찜 500gX3팩  ,1,0,완제품,,완제품,완제품,0.8106770968786736,manual
35231582,정호영셰프의 실속 해물모둠 220gX4팩  ,1,1,식재료,식재료,식재료,식재료,0.9668354380068248,manual
35231583,정호영셰프의 실속 해물모둠 220gX8팩   ,1,1,식재료,식재료,식재료,식재료,0.9668900495581618,manual
35231584,정호영셰프 제주 은갈치 300g (4토막)X6팩+비법 조림 소스 240gX1통   ,1,1,식재료,,식재료,식재료,0.9719104125460278,manual
35246487,밤뜨래 국내산 우리나라 맛밤 15봉,1,1,식재료,,식재료,식재료,0.9784669335766657,manual
35246556,김하진의 궁중 갈비수육탕 700g X 14팩,1,0,완제품,완제품,완제품,완제품,0.9847105846115337,manual
35246558,김하진의 궁중 갈비수육탕 700g X 14팩,1,0,완제품,완제품,완제품,완제품,0.9847105846115337,manual
35246857,해남 땅끝마을 쌍둥이네 김치 8kg,1,1,식재료,,식재료,식재료,0.9781692116337067,manual
35251325,완도금일수협 특대사이즈 완도 자숙 손질 전복 18미,1,1,식재료,,식재료,식재료,0.9782215767521375,manual
35251645,해초미인 다시마면 27인분,1,1,식재료,식재료,식재료,식재료,0.9756974015067382,manual
35252249,구룡포 마른 오징어 특대 20미 (총 1.2kg),1,1,식재료,식재료,식재료,식재료,0.9827555729708747,manual
35256452,이롬 유기농 ABC 주스 20팩,1,0,완제품,완제품,완제품,완제품,0.9860926105220614,manual
35256459,티젠 애플 사이다 비니거 30스틱X2박스,1,1,식재료,,식재료,식재료,0.9731222988732338,manual
35256460,티젠 콤부차 인기5종 혼합 10스틱X5박스(레몬/피치/유자/라즈베리/청귤라임),1,0,완제품,완제품,완제품,완제품,0.9901607224716953,manual
